"","term","gene"
"1571","ISC-marker genes (Munoz et al., 2012)","1110051M20Rik"
"1572","ISC-marker genes (Munoz et al., 2012)","Slc16a13"
"1573","ISC-marker genes (Munoz et al., 2012)","Kank1"
"1574","ISC-marker genes (Munoz et al., 2012)","Clu"
"1575","ISC-marker genes (Munoz et al., 2012)","Phf20"
"1576","ISC-marker genes (Munoz et al., 2012)","Zfp956"
"1577","ISC-marker genes (Munoz et al., 2012)","1700040L02Rik"
"1578","ISC-marker genes (Munoz et al., 2012)","Rhobtb3"
"1579","ISC-marker genes (Munoz et al., 2012)","Fam171a1"
"1580","ISC-marker genes (Munoz et al., 2012)","Pde8b"
"1581","ISC-marker genes (Munoz et al., 2012)","Rccd1"
"1582","ISC-marker genes (Munoz et al., 2012)","Sgk1"
"1583","ISC-marker genes (Munoz et al., 2012)","Impdh2"
"1584","ISC-marker genes (Munoz et al., 2012)","Irf2bp2"
"1585","ISC-marker genes (Munoz et al., 2012)","Acot1"
"1586","ISC-marker genes (Munoz et al., 2012)","Tifa"
"1587","ISC-marker genes (Munoz et al., 2012)","Trim24"
"1588","ISC-marker genes (Munoz et al., 2012)","Hmga2"
"1589","ISC-marker genes (Munoz et al., 2012)","Hmbox1"
"1590","ISC-marker genes (Munoz et al., 2012)","Hmgcs2"
"1591","ISC-marker genes (Munoz et al., 2012)","Arid5b"
"1592","ISC-marker genes (Munoz et al., 2012)","Noxa1"
"1593","Genes enriched in aberrant stem cell-like cluster","ADRM1"
"1594","Genes enriched in aberrant stem cell-like cluster","POMP"
"1595","Genes enriched in aberrant stem cell-like cluster","TST"
"1596","Genes enriched in aberrant stem cell-like cluster","RPL3"
"1597","Genes enriched in aberrant stem cell-like cluster","RBX1"
"1598","Genes enriched in aberrant stem cell-like cluster","PMEPA1"
"1599","Genes enriched in aberrant stem cell-like cluster","PSMC6"
"1600","Genes enriched in aberrant stem cell-like cluster","DHRS7"
"1601","Genes enriched in aberrant stem cell-like cluster","U2AF1"
"1602","Genes enriched in aberrant stem cell-like cluster","RALY"
"1603","Genes enriched in aberrant stem cell-like cluster","LMO7"
"1604","Genes enriched in aberrant stem cell-like cluster","PBDC1"
"1605","Genes enriched in aberrant stem cell-like cluster","NOL12"
"1606","Genes enriched in aberrant stem cell-like cluster","SRSF5"
"1607","Genes enriched in aberrant stem cell-like cluster","TRMT6"
"1608","Genes enriched in aberrant stem cell-like cluster","CCT8"
"1609","Genes enriched in aberrant stem cell-like cluster","RFC3"
"1610","Genes enriched in aberrant stem cell-like cluster","XRN2"
"1611","Genes enriched in aberrant stem cell-like cluster","ETS2"
"1612","Genes enriched in aberrant stem cell-like cluster","BEX1"
"1613","Genes enriched in aberrant stem cell-like cluster","PSMC1"
"1614","Genes enriched in aberrant stem cell-like cluster","MAP1LC3A"
"1615","Genes enriched in aberrant stem cell-like cluster","RBM3"
"1616","Genes enriched in aberrant stem cell-like cluster","EIF2S2"
"1617","Genes enriched in aberrant stem cell-like cluster","SNRPB2"
"1618","Genes enriched in aberrant stem cell-like cluster","HMGB3"
"1619","Genes enriched in aberrant stem cell-like cluster","TCEAL9"
"1620","Genes enriched in aberrant stem cell-like cluster","RALBP1"
"1621","Genes enriched in aberrant stem cell-like cluster","NOP56"
"1622","Genes enriched in aberrant stem cell-like cluster","BEX3"
"1623","Genes enriched in aberrant stem cell-like cluster","FKBP3"
"1624","Genes enriched in aberrant stem cell-like cluster","SLC25A17"
"1625","Genes enriched in aberrant stem cell-like cluster","MSX1"
"1626","Genes enriched in aberrant stem cell-like cluster","TGIF1"
"1627","Genes enriched in aberrant stem cell-like cluster","RBM25"
"1628","Genes enriched in aberrant stem cell-like cluster","RPS21"
"1629","Genes enriched in aberrant stem cell-like cluster","PSMA7"
"1630","Genes enriched in aberrant stem cell-like cluster","SPTSSA"
"1631","Genes enriched in aberrant stem cell-like cluster","TSPO"
"1632","Genes enriched in aberrant stem cell-like cluster","PTTG2"
"1633","Genes enriched in aberrant stem cell-like cluster","PFDN4"
"1634","Genes enriched in aberrant stem cell-like cluster","PSIP1"
"1635","Genes enriched in aberrant stem cell-like cluster","CSTB"
"1636","Genes enriched in aberrant stem cell-like cluster","APP"
"1637","Genes enriched in aberrant stem cell-like cluster","CXADR"
"1638","Genes enriched in aberrant stem cell-like cluster","PICALM"
"1639","Genes enriched in aberrant stem cell-like cluster","FERMT1"
"1640","Genes enriched in aberrant stem cell-like cluster","POLR2F"
"1641","Genes enriched in aberrant stem cell-like cluster","SMARCB1"
"1642","Genes enriched in aberrant stem cell-like cluster","WARS1"
"1643","Genes enriched in aberrant stem cell-like cluster","AVPI1"
"1644","Genes enriched in aberrant stem cell-like cluster","UBE2L3"
"1645","Genes enriched in aberrant stem cell-like cluster","EEF1G"
"1646","Genes enriched in aberrant stem cell-like cluster","GCH1"
"1647","Genes enriched in aberrant stem cell-like cluster","SCD"
"1648","Genes enriched in aberrant stem cell-like cluster","SNU13"
"1649","Genes enriched in aberrant stem cell-like cluster","PSMB7"
"1650","Genes enriched in aberrant stem cell-like cluster","EIF2B2"
"1651","Genes enriched in aberrant stem cell-like cluster","MAK16"
"1652","Genes enriched in aberrant stem cell-like cluster","IGFBP4"
"1653","Genes enriched in aberrant stem cell-like cluster","HNRNPD"
"1654","Genes enriched in aberrant stem cell-like cluster","RNPS1"
"1655","Genes enriched in aberrant stem cell-like cluster","NAA20"
"1656","Genes enriched in aberrant stem cell-like cluster","STUB1"
"1657","Genes enriched in aberrant stem cell-like cluster","KTN1"
"1658","Genes enriched in aberrant stem cell-like cluster","RANBP1"
"1659","Genes enriched in aberrant stem cell-like cluster","NPC2"
"1660","Genes enriched in aberrant stem cell-like cluster","ZFAND5"
"1661","Genes enriched in aberrant stem cell-like cluster","WBP4"
"1662","Genes enriched in aberrant stem cell-like cluster","SNRPC"
"1663","Genes enriched in aberrant stem cell-like cluster","GNAS"
"1664","Genes enriched in aberrant stem cell-like cluster","CHIC2"
"1665","Genes enriched in aberrant stem cell-like cluster","SOX4"
"1666","Genes enriched in aberrant stem cell-like cluster","UCHL3"
"1667","Genes enriched in aberrant stem cell-like cluster","LCN2"
"1668","Genes enriched in aberrant stem cell-like cluster","HSP90AB1"
"1669","Genes enriched in aberrant stem cell-like cluster","HNRNPK"
"1670","Genes enriched in aberrant stem cell-like cluster","BLOC1S2"
"1671","Genes enriched in aberrant stem cell-like cluster","EIF3M"
"1672","Genes enriched in aberrant stem cell-like cluster","TOP1"
"1673","Genes enriched in aberrant stem cell-like cluster","RBM39"
"1674","Genes enriched in aberrant stem cell-like cluster","LAMP2"
"1675","Genes enriched in aberrant stem cell-like cluster","ANP32A"
"1676","Genes enriched in aberrant stem cell-like cluster","BNIP3L"
"1677","Genes enriched in aberrant stem cell-like cluster","U2AF1L5"
"1678","Genes enriched in aberrant stem cell-like cluster","ACTR10"
"1679","Genes enriched in aberrant stem cell-like cluster","MANBAL"
"1680","Genes enriched in aberrant stem cell-like cluster","HDDC2"
"1681","Genes enriched in aberrant stem cell-like cluster","UTP14A"
"1682","Genes enriched in aberrant stem cell-like cluster","CHMP4B"
"1683","Genes enriched in aberrant stem cell-like cluster","SWI5"
"1684","Genes enriched in aberrant stem cell-like cluster","SLTM"
"1685","Genes enriched in aberrant stem cell-like cluster","MED21"
"1686","Genes enriched in aberrant stem cell-like cluster","SNRPD1"
"1687","Genes enriched in aberrant stem cell-like cluster","BCLAF1"
"1688","Genes enriched in aberrant stem cell-like cluster","DSG2"
"1689","Genes enriched in aberrant stem cell-like cluster","SNRPD3"
"1690","Genes enriched in aberrant stem cell-like cluster","RPL12"
"1691","Genes enriched in aberrant stem cell-like cluster","SRSF3"
"1692","Genes enriched in aberrant stem cell-like cluster","ESF1"
"1693","Genes enriched in aberrant stem cell-like cluster","PSME1"
"1694","Genes enriched in aberrant stem cell-like cluster","NONO"
"1695","Genes enriched in aberrant stem cell-like cluster","CELA1"
"1696","Genes enriched in aberrant stem cell-like cluster","SIVA1"
"1697","Genes enriched in aberrant stem cell-like cluster","EEF1E1"
"1698","Genes enriched in aberrant stem cell-like cluster","TPD52L2"
"1699","Genes enriched in aberrant stem cell-like cluster","RPL36A"
"1700","Genes enriched in aberrant stem cell-like cluster","SMARCA5"
"1701","Genes enriched in aberrant stem cell-like cluster","SLC38A2"
"1702","Genes enriched in aberrant stem cell-like cluster","ATRX"
"1703","Genes enriched in aberrant stem cell-like cluster","PLP2"
"1704","Genes enriched in aberrant stem cell-like cluster","FKBP1A"
"1705","Genes enriched in aberrant stem cell-like cluster","FKBP1C"
"1706","Genes enriched in aberrant stem cell-like cluster","PDAP1"
"1707","Genes enriched in aberrant stem cell-like cluster","COMT"
"1708","Genes enriched in aberrant stem cell-like cluster","EWSR1"
"1709","Genes enriched in aberrant stem cell-like cluster","SPAG7"
"1710","Genes enriched in aberrant stem cell-like cluster","CENPM"
"1711","Genes enriched in aberrant stem cell-like cluster","LEPROTL1"
"1712","Genes enriched in aberrant stem cell-like cluster","STRAP"
"1713","Genes enriched in aberrant stem cell-like cluster","APEX1"
"1714","Genes enriched in aberrant stem cell-like cluster","ID1"
"1715","Genes enriched in aberrant stem cell-like cluster","EIF6"
"1716","Genes enriched in aberrant stem cell-like cluster","ASCC3"
"1717","Genes enriched in aberrant stem cell-like cluster","C11orf58"
"1718","Genes enriched in aberrant stem cell-like cluster","TAF1D"
"1719","Genes enriched in aberrant stem cell-like cluster","MMP7"
"1720","Genes enriched in aberrant stem cell-like cluster","BEX2"
"1721","Genes enriched in aberrant stem cell-like cluster","KIF5B"
"1722","Genes enriched in aberrant stem cell-like cluster","CD24"
"1723","Genes enriched in aberrant stem cell-like cluster","MIF"
"1724","Genes enriched in aberrant stem cell-like cluster","TES"
"1725","Genes enriched in aberrant stem cell-like cluster","ANP32B"
"1726","Genes enriched in aberrant stem cell-like cluster","GADD45G"
"1727","Genes enriched in aberrant stem cell-like cluster","MAPRE1"
"1728","Genes enriched in aberrant stem cell-like cluster","PSMB5"
"1729","Genes enriched in aberrant stem cell-like cluster","RPL35"
"1730","Genes enriched in aberrant stem cell-like cluster","CLU"
"1731","Genes enriched in aberrant stem cell-like cluster","CLDN2"
"1732","Genes enriched in aberrant stem cell-like cluster","H3-5"
"1733","Genes enriched in aberrant stem cell-like cluster","RPS29"
"1734","Genes enriched in aberrant stem cell-like cluster","USP22"
"1735","Genes enriched in aberrant stem cell-like cluster","EIF4EBP1"
"1736","Genes enriched in aberrant stem cell-like cluster","HLA-DMB"
"1737","Genes enriched in aberrant stem cell-like cluster","ECSCR"
"1738","Genes enriched in aberrant stem cell-like cluster","EIF2S1"
"1739","Genes enriched in aberrant stem cell-like cluster","PDCD5"
"1740","Genes enriched in aberrant stem cell-like cluster","LAPTM4B"
"1741","Genes enriched in aberrant stem cell-like cluster","SRSF7"
"1742","Genes enriched in aberrant stem cell-like cluster","CUEDC2"
"1743","Genes enriched in aberrant stem cell-like cluster","CDC37"
"1744","Genes enriched in aberrant stem cell-like cluster","TUBB2B"
"1745","Genes enriched in aberrant stem cell-like cluster","RPLP1"
"1746","Genes enriched in aberrant stem cell-like cluster","NPDC1"
"1747","Genes enriched in aberrant stem cell-like cluster","IER3"
"1748","Genes enriched in aberrant stem cell-like cluster","NOLC1"
"1749","Genes enriched in aberrant stem cell-like cluster","PTMS"
"1750","Genes enriched in aberrant stem cell-like cluster","HLA-E"
"1751","Genes enriched in aberrant stem cell-like cluster","PTRH2"
"1752","Genes enriched in aberrant stem cell-like cluster","ACIN1"
"1753","Genes enriched in aberrant stem cell-like cluster","CLIC4"
"1754","Genes enriched in aberrant stem cell-like cluster","CCDC59"
"1755","Genes enriched in aberrant stem cell-like cluster","BOK"
"1756","Genes enriched in aberrant stem cell-like cluster","PIN1"
"1757","Genes enriched in aberrant stem cell-like cluster","RPL7"
"1758","Genes enriched in aberrant stem cell-like cluster","ZFP36L1"
"1759","Genes enriched in aberrant stem cell-like cluster","RPL37A"
"1760","Genes enriched in aberrant stem cell-like cluster","PSMB10"
"1761","Genes enriched in aberrant stem cell-like cluster","EIF5AL1"
"1762","Genes enriched in aberrant stem cell-like cluster","PSMB9"
"1763","Genes enriched in aberrant stem cell-like cluster","MED28"
"1764","Genes enriched in aberrant stem cell-like cluster","SNRPA"
"1765","Genes enriched in aberrant stem cell-like cluster","XAF1"
"1766","Genes enriched in aberrant stem cell-like cluster","CTSD"
"1767","Genes enriched in aberrant stem cell-like cluster","CYBA"
"1768","Genes enriched in aberrant stem cell-like cluster","CCT2"
"1769","Genes enriched in aberrant stem cell-like cluster","DDX24"
"1770","Genes enriched in aberrant stem cell-like cluster","LARS1"
"1771","Genes enriched in aberrant stem cell-like cluster","DENR"
"1772","Genes enriched in aberrant stem cell-like cluster","PSMG4"
"1773","Genes enriched in aberrant stem cell-like cluster","ATP6V1F"
"1774","Genes enriched in aberrant stem cell-like cluster","PLA2G12A"
"1775","Genes enriched in aberrant stem cell-like cluster","UBE2N"
"1776","Genes enriched in aberrant stem cell-like cluster","ASS1"
"1777","Genes enriched in aberrant stem cell-like cluster","LIPT2"
"1778","Genes enriched in aberrant stem cell-like cluster","PHAX"
"1779","Genes enriched in aberrant stem cell-like cluster","UBE2B"
"1780","Genes enriched in aberrant stem cell-like cluster","SAP30"
"1781","Genes enriched in aberrant stem cell-like cluster","POLR2G"
"1782","Genes enriched in aberrant stem cell-like cluster","SMN2"
"1783","Genes enriched in aberrant stem cell-like cluster","MRPL33"
"1784","Genes enriched in aberrant stem cell-like cluster","ARPC1B"
"1785","Genes enriched in aberrant stem cell-like cluster","METAP2"
"1786","Genes enriched in aberrant stem cell-like cluster","SLC25A4"
"1787","Genes enriched in aberrant stem cell-like cluster","SMARCC1"
"1788","Genes enriched in aberrant stem cell-like cluster","MTDH"
"1789","Genes enriched in aberrant stem cell-like cluster","NFKBIB"
"1790","Genes enriched in aberrant stem cell-like cluster","RPL18A"
"1791","Genes enriched in aberrant stem cell-like cluster","LY6D"
"1792","Genes enriched in aberrant stem cell-like cluster","BRIX1"
"1793","Genes enriched in aberrant stem cell-like cluster","LAMTOR1"
"1794","Genes enriched in aberrant stem cell-like cluster","ALDOA"
"1795","Genes enriched in aberrant stem cell-like cluster","STMP1"
"1796","Genes enriched in aberrant stem cell-like cluster","BOLA2B"
"1797","Genes enriched in aberrant stem cell-like cluster","PGLYRP1"
"1798","Genes enriched in aberrant stem cell-like cluster","PTTG1"
"1799","Genes enriched in aberrant stem cell-like cluster","EXOSC4"
"1800","Genes enriched in aberrant stem cell-like cluster","RPL37"
"1801","Genes enriched in aberrant stem cell-like cluster","GNL3"
"1802","Genes enriched in aberrant stem cell-like cluster","NTMT1"
"1803","Genes enriched in aberrant stem cell-like cluster","TPM1"
"1804","Genes enriched in aberrant stem cell-like cluster","DNAJC2"
"1805","Genes enriched in aberrant stem cell-like cluster","RPS5"
"1806","Genes enriched in aberrant stem cell-like cluster","SERINC2"
"1807","Genes enriched in aberrant stem cell-like cluster","LGALS3"
"1808","Genes enriched in aberrant stem cell-like cluster","NFKBIA"
"1809","Genes enriched in aberrant stem cell-like cluster","GTF3C6"
"1810","Genes enriched in aberrant stem cell-like cluster","TMOD3"
"1811","Genes enriched in aberrant stem cell-like cluster","ARPP19"
"1812","Genes enriched in aberrant stem cell-like cluster","DDX18"
"1813","Genes enriched in aberrant stem cell-like cluster","PUF60"
"1814","Genes enriched in aberrant stem cell-like cluster","TP53"
"1815","Genes enriched in aberrant stem cell-like cluster","ZBP1"
"1816","Genes enriched in aberrant stem cell-like cluster","PPP1CA"
"1817","Genes enriched in aberrant stem cell-like cluster","HEBP2"
"1818","Genes enriched in aberrant stem cell-like cluster","ZNHIT1"
"1819","Genes enriched in aberrant stem cell-like cluster","SSRP1"
"1820","Genes enriched in aberrant stem cell-like cluster","SCAF11"
"1821","Genes enriched in aberrant stem cell-like cluster","AKR1B1"
"1822","Genes enriched in aberrant stem cell-like cluster","ASPSCR1"
"1823","Genes enriched in aberrant stem cell-like cluster","CIAPIN1"
"1824","Genes enriched in aberrant stem cell-like cluster","DNAJC8"
"1825","Genes enriched in aberrant stem cell-like cluster","RAC1"
"1826","Genes enriched in aberrant stem cell-like cluster","NSMCE1"
"1827","Genes enriched in aberrant stem cell-like cluster","NR2C2AP"
"1828","Genes enriched in aberrant stem cell-like cluster","HNRNPAB"
"1829","Genes enriched in aberrant stem cell-like cluster","HPRT1"
"1830","Genes enriched in aberrant stem cell-like cluster","LGALS16"
"1831","Genes enriched in aberrant stem cell-like cluster","LGALS14"
"1832","Genes enriched in aberrant stem cell-like cluster","TPM4"
"1833","Genes enriched in aberrant stem cell-like cluster","DNAJB6"
"1834","Genes enriched in aberrant stem cell-like cluster","SYPL1"
"1835","Genes enriched in aberrant stem cell-like cluster","MRPL54"
"1836","Genes enriched in aberrant stem cell-like cluster","GTPBP4"
"1837","Genes enriched in aberrant stem cell-like cluster","UBE2D3"
"1838","Genes enriched in aberrant stem cell-like cluster","HNRNPDL"
"1839","Genes enriched in aberrant stem cell-like cluster","BLVRB"
"1840","Genes enriched in aberrant stem cell-like cluster","EIF3D"
"1841","Genes enriched in aberrant stem cell-like cluster","EIF3CL"
"1842","Genes enriched in aberrant stem cell-like cluster","EIF3C"
"1843","Genes enriched in aberrant stem cell-like cluster","CFL1"
"1844","Genes enriched in aberrant stem cell-like cluster","DDIT4"
"1845","Genes enriched in aberrant stem cell-like cluster","NAXD"
"1846","Genes enriched in aberrant stem cell-like cluster","ENO1"
"1847","Genes enriched in aberrant stem cell-like cluster","UTP3"
"1848","Genes enriched in aberrant stem cell-like cluster","EIF4G2"
"1849","Genes enriched in aberrant stem cell-like cluster","IFT43"
"1850","Genes enriched in aberrant stem cell-like cluster","HLA-DMA"
"1851","Genes enriched in aberrant stem cell-like cluster","TUBA1B"
"1852","Genes enriched in aberrant stem cell-like cluster","COPS5"
"1853","Genes enriched in aberrant stem cell-like cluster","EHF"
"1854","Genes enriched in aberrant stem cell-like cluster","PSMC2"
"1855","Genes enriched in aberrant stem cell-like cluster","PROM1"
"1856","Genes enriched in aberrant stem cell-like cluster","GMPS"
"1857","Genes enriched in aberrant stem cell-like cluster","RPL27"
"1858","Genes enriched in aberrant stem cell-like cluster","ATP6V1G1"
"1859","Genes enriched in aberrant stem cell-like cluster","RABAC1"
"1860","Genes enriched in aberrant stem cell-like cluster","TCP1"
"1861","Genes enriched in aberrant stem cell-like cluster","AKAP13"
"1862","Genes enriched in aberrant stem cell-like cluster","TUBB"
"1863","Genes enriched in aberrant stem cell-like cluster","FDFT1"
"1864","Genes enriched in aberrant stem cell-like cluster","IFI35"
"1865","Genes enriched in aberrant stem cell-like cluster","ARID5B"
"1866","Genes enriched in aberrant stem cell-like cluster","RPL31"
"1867","Genes enriched in aberrant stem cell-like cluster","EIF4A1"
"1868","Genes enriched in aberrant stem cell-like cluster","PARP14"
"1869","Genes enriched in aberrant stem cell-like cluster","POLE4"
"1870","Genes enriched in aberrant stem cell-like cluster","SOX9"
"1871","Genes enriched in aberrant stem cell-like cluster","PABPC3"
"1872","Genes enriched in aberrant stem cell-like cluster","LYSMD2"
"1873","Genes enriched in aberrant stem cell-like cluster","RUVBL1"
"1874","Genes enriched in aberrant stem cell-like cluster","EMG1"
"1875","Genes enriched in aberrant stem cell-like cluster","GIPC1"
"1876","Genes enriched in aberrant stem cell-like cluster","LY6E"
"1877","Genes enriched in aberrant stem cell-like cluster","SIGMAR1"
"1878","Genes enriched in aberrant stem cell-like cluster","LAPTM4A"
"1879","Genes enriched in aberrant stem cell-like cluster","CDK4"
"1880","Genes enriched in aberrant stem cell-like cluster","MORF4L1"
"1881","Genes enriched in aberrant stem cell-like cluster","SF3B3"
"1882","Genes enriched in aberrant stem cell-like cluster","SH3BGRL2"
"1883","Genes enriched in aberrant stem cell-like cluster","RPL10A"
