"","term","gene"
"5067","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PPAP2C"
"5068","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RPL37A"
"5069","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CXXC5"
"5070","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","DPP7"
"5071","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TCF3"
"5072","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RPS29"
"5073","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","UBXD2"
"5074","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SEC61B"
"5075","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MAGEA5"
"5076","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NCAM1"
"5077","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CDC25B"
"5078","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RPS18"
"5079","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NDUFB11"
"5080","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MTHFD2"
"5081","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PP"
"5082","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","C2ORF18"
"5083","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","UBE1"
"5084","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","LOC123872"
"5085","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","LDHA"
"5086","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TULP4"
"5087","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SLC7A1"
"5088","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","AMMECR1"
"5089","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","FBXL8"
"5090","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","GNL3L"
"5091","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HIST1H1C"
"5092","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CXCL1"
"5093","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NFKBIL1"
"5094","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MGC11082"
"5095","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","GPRC5C"
"5096","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CPSF1"
"5097","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RPUSD4"
"5098","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MELK"
"5099","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MMP14"
"5100","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","VRK1"
"5101","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","GPR20"
"5102","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SPTAN1"
"5103","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","DLGAP4"
"5104","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SLD5"
"5105","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","DAZAP1"
"5106","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NOTCH1"
"5107","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SHC2"
"5108","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","C17ORF37"
"5109","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PILRB"
"5110","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SYK"
"5111","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PPIA"
"5112","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HSPC152"
"5113","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TPT1"
"5114","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","STXBP5"
"5115","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","USP10"
"5116","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TBCE"
"5117","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TNFRSF10A"
"5118","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MGC2803"
"5119","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PA2G4"
"5120","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","EVPL"
"5121","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MCF2L"
"5122","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HSPA9B"
"5123","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SSR2"
"5124","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MORF4L2"
"5125","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MRP63"
"5126","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MARS"
"5127","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SCOTIN"
"5128","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ADM"
"5129","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HSD17B4"
"5130","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HOXB8"
"5131","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RCN1"
"5132","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","DKFZP547E1010"
"5133","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ELF3"
"5134","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MCM4"
"5135","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ATP5J2"
"5136","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TCEB2"
"5137","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PEPD"
"5138","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","DHRS6"
"5139","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TMEM4"
"5140","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CSTB"
"5141","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","LOC57117"
"5142","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RFC5"
"5143","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ADAM15"
"5144","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","GPR107"
"5145","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PAQR4"
"5146","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SBNO1"
"5147","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CPSF5"
"5148","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","LY6E"
"5149","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HSPC111"
"5150","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PUS1"
"5151","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NUP107"
"5152","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PDAP1"
"5153","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PP3856"
"5154","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","DNTTIP1"
"5155","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SAMD11"
"5156","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ILF2"
"5157","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PSMB8"
"5158","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PRP19"
"5159","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","STRA13"
"5160","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","XRCC3"
"5161","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","LOC51066"
"5162","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TMSB4Y"
"5163","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","C17ORF35"
"5164","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ERH"
"5165","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RPS14"
"5166","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CTTN"
"5167","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HMG4L"
"5168","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HOOK2"
"5169","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HGS"
"5170","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SCNN1D"
"5171","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","EIF2A"
"5172","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PDIA4"
"5173","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TMEM1"
"5174","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","C4ORF8"
"5175","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RAB38"
"5176","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CBWD2"
"5177","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","RNH"
"5178","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","GPATC2"
"5179","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","FKBP8"
"5180","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","KIAA0100"
"5181","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","LSM2"
"5182","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","VILL"
"5183","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TINP1"
"5184","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","KLHDC2"
"5185","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TRIM28"
"5186","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SYNGR1"
"5187","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MGC14289"
"5188","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SF3B3"
"5189","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CD99"
"5190","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PAX7"
"5191","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","DIAPH1"
"5192","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NUP210"
"5193","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","C20ORF30"
"5194","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","BPY2IP1"
"5195","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","BTAF1"
"5196","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","FLJ14668"
"5197","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","POLR2F"
"5198","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PDL-108"
"5199","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MGC41816"
"5200","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","C18ORF23"
"5201","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","POR"
"5202","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","POLR2J2"
"5203","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","LAPTM4B"
"5204","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NOB1P"
"5205","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","KIAA0117"
"5206","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NSMCE1"
"5207","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NCOA6"
"5208","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","HSPA5"
"5209","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ULK2"
"5210","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","FLJ20531"
"5211","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","SHMT2"
"5212","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TCF20"
"5213","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ZNF593"
"5214","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ZYX"
"5215","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","EIF3S12"
"5216","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","GPSN2"
"5217","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PCBP2"
"5218","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TOM1"
"5219","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","DDAH1"
"5220","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ZNF207"
"5221","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","LOC283970"
"5222","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TARBP1"
"5223","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","FKBP9L"
"5224","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NOLA2"
"5225","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ZNF556"
"5226","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CCNL2"
"5227","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MGC11257"
"5228","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","TMEM43"
"5229","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","GM83"
"5230","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","AMPD3"
"5231","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","FLJ14490"
"5232","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PKN2"
"5233","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","CCT8"
"5234","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PDIA3"
"5235","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MGC13170"
"5236","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","BRMS1"
"5237","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","C4BPB"
"5238","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","ADSSL1"
"5239","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","GATS"
"5240","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","MAGOH"
"5241","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","NSDHL"
"5242","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","POFUT1"
"5243","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","PSMB5"
"5244","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","BPI"
"5245","Genes up-regulated in colon adenocarcinoma vs. normal mucosa (Grade et al., 2007)","KIAA1833"
