HGNC ID	Approved symbol	RefSeq IDs	Ensembl gene ID
HGNC:39405	HMGN2P34		ENSG00000231471
HGNC:39406	HMGN2P35		ENSG00000232875
HGNC:39407	HMGN2P36		ENSG00000228901
HGNC:39408	HMGN2P37		
HGNC:39409	HMGN2P38	NG_032295	ENSG00000231726
HGNC:39410	HMGN2P39		ENSG00000214281
HGNC:39411	HMGN2P40	NG_032297	ENSG00000260602
HGNC:39412	HMGN2P41	NG_006599	ENSG00000261620
HGNC:39413	HMGN2P42		
HGNC:39414	HMGN2P43		
HGNC:39415	HMGN2P44		
HGNC:39416	HMGN2P45		
HGNC:26817	HMGN2P46	NR_022014	ENSG00000179362
HGNC:44422	HMGN2P47		ENSG00000259246
HGNC:55157	HMGN2P48	NG_029009	ENSG00000229979
HGNC:12312	HMGN3	NM_004242	ENSG00000118418
HGNC:48984	HMGN3-AS1		ENSG00000270362
HGNC:39206	HMGN3P1		ENSG00000183586
HGNC:4989	HMGN4		ENSG00000182952
HGNC:8013	HMGN5	NM_030763	ENSG00000198157
HGNC:28982	HMGXB3	NM_014983	ENSG00000113716
HGNC:5003	HMGXB4	NM_005487	ENSG00000100281
HGNC:29677	HMHB1	NM_021182	ENSG00000158497
HGNC:5011	HMI		
HGNC:5012	HMMR	NM_012484	ENSG00000072571
HGNC:49149	HMMR-AS1	NR_109892	ENSG00000251018
HGNC:5013	HMOX1		ENSG00000100292
HGNC:5014	HMOX2		ENSG00000103415
HGNC:5015	HMR		
HGNC:5016	HMS1		
HGNC:23037	HMSD	NM_001123366	ENSG00000221887
HGNC:5017	HMX1	NM_018942	ENSG00000215612
HGNC:5018	HMX2	NM_005519	ENSG00000188816
HGNC:5019	HMX3	NM_001105574	ENSG00000188620
HGNC:5020	HNB1		
HGNC:11621	HNF1A	NM_000545	ENSG00000135100
HGNC:26785	HNF1A-AS1	NR_024345	ENSG00000241388
HGNC:11630	HNF1B	NM_000458	ENSG00000275410
HGNC:5024	HNF4A		ENSG00000101076
HGNC:49505	HNF4A-AS1		ENSG00000229005
HGNC:5026	HNF4G	NM_004133	ENSG00000164749
HGNC:35417	HNF4GP1		ENSG00000228611
HGNC:5027	HNF6A		
HGNC:5028	HNMT		ENSG00000150540
HGNC:5029	HNP36		
HGNC:5030	HNRNPA0	NM_006805	ENSG00000177733
HGNC:5031	HNRNPA1	NM_031157	ENSG00000135486
HGNC:27067	HNRNPA1L2	NM_001011724	ENSG00000139675
HGNC:48778	HNRNPA1L3	NM_001396241	ENSG00000224578
HGNC:13957	HNRNPA1P1	NG_008821	ENSG00000218347
HGNC:13958	HNRNPA1P2		ENSG00000237285
HGNC:16567	HNRNPA1P3	NG_001041	ENSG00000226188
HGNC:32234	HNRNPA1P4	NG_005789	ENSG00000206228
HGNC:15787	HNRNPA1P5		ENSG00000259512
HGNC:5032	HNRNPA1P6	NG_009623	ENSG00000229887
HGNC:31015	HNRNPA1P7	NG_005529	ENSG00000215492
HGNC:39126	HNRNPA1P8	NG_006966	ENSG00000229251
HGNC:39127	HNRNPA1P9	NG_026603	ENSG00000231956
HGNC:39128	HNRNPA1P10	NR_002944	ENSG00000214223
HGNC:39129	HNRNPA1P11	NG_022497	ENSG00000264315
HGNC:39130	HNRNPA1P12	NG_021856	ENSG00000220157
HGNC:39131	HNRNPA1P13	NG_021898	ENSG00000213568
HGNC:39132	HNRNPA1P14	NG_023844	ENSG00000227638
HGNC:39133	HNRNPA1P15	NG_023957	ENSG00000214761
HGNC:39134	HNRNPA1P16	NG_009621	ENSG00000262333
HGNC:39135	HNRNPA1P17	NG_025606	ENSG00000243188
HGNC:39445	HNRNPA1P18		ENSG00000229910
HGNC:39537	HNRNPA1P19		ENSG00000218454
HGNC:39538	HNRNPA1P20		ENSG00000205412
HGNC:39539	HNRNPA1P21		ENSG00000228168
HGNC:39540	HNRNPA1P22		ENSG00000236459
HGNC:39541	HNRNPA1P23		ENSG00000240236
HGNC:39542	HNRNPA1P24		ENSG00000241947
HGNC:39543	HNRNPA1P25		ENSG00000231206
HGNC:39544	HNRNPA1P26		ENSG00000239345
HGNC:39545	HNRNPA1P27		ENSG00000233680
HGNC:39546	HNRNPA1P28		ENSG00000230170
HGNC:39547	HNRNPA1P29		ENSG00000235784
HGNC:39548	HNRNPA1P30		ENSG00000233780
HGNC:39549	HNRNPA1P31		ENSG00000227862
HGNC:44958	HNRNPA1P32	NG_030272	ENSG00000213778
HGNC:44990	HNRNPA1P33	NR_003277	ENSG00000213412
HGNC:48763	HNRNPA1P34		ENSG00000213049
HGNC:48764	HNRNPA1P35		ENSG00000225695
HGNC:48765	HNRNPA1P36		ENSG00000231942
HGNC:48766	HNRNPA1P37		ENSG00000218574
HGNC:48767	HNRNPA1P38		ENSG00000253605
HGNC:48768	HNRNPA1P39		ENSG00000237804
HGNC:48769	HNRNPA1P40		ENSG00000212961
HGNC:48770	HNRNPA1P41		ENSG00000220937
HGNC:48771	HNRNPA1P42		ENSG00000233615
HGNC:48772	HNRNPA1P43		ENSG00000214204
HGNC:48774	HNRNPA1P44		ENSG00000249271
HGNC:48775	HNRNPA1P45		ENSG00000259411
HGNC:48776	HNRNPA1P46		ENSG00000228020
HGNC:48777	HNRNPA1P47		ENSG00000236695
HGNC:48779	HNRNPA1P49		ENSG00000233231
HGNC:48780	HNRNPA1P50		ENSG00000257195
HGNC:48781	HNRNPA1P51		ENSG00000234491
HGNC:48782	HNRNPA1P52		ENSG00000269119
HGNC:48783	HNRNPA1P53		ENSG00000229534
HGNC:48784	HNRNPA1P54		ENSG00000236539
HGNC:48785	HNRNPA1P55		ENSG00000249920
HGNC:48786	HNRNPA1P56		ENSG00000248640
HGNC:48787	HNRNPA1P57		ENSG00000237442
HGNC:48788	HNRNPA1P58		ENSG00000219582
HGNC:48789	HNRNPA1P59		ENSG00000230280
HGNC:48790	HNRNPA1P60		ENSG00000233497
HGNC:48791	HNRNPA1P61		ENSG00000187999
HGNC:48792	HNRNPA1P62		ENSG00000259228
HGNC:48793	HNRNPA1P63		ENSG00000227453
HGNC:48794	HNRNPA1P64		ENSG00000213559
HGNC:48795	HNRNPA1P65		ENSG00000248444
HGNC:48796	HNRNPA1P66		ENSG00000229221
HGNC:48797	HNRNPA1P67		ENSG00000270665
HGNC:48798	HNRNPA1P68		ENSG00000230946
HGNC:48799	HNRNPA1P69		ENSG00000257332
HGNC:48800	HNRNPA1P70		ENSG00000236946
HGNC:48801	HNRNPA1P71		ENSG00000259686
HGNC:48802	HNRNPA1P72		ENSG00000254713
HGNC:48803	HNRNPA1P73		ENSG00000236569
HGNC:48804	HNRNPA1P74		ENSG00000259550
HGNC:48805	HNRNPA1P75		
HGNC:48806	HNRNPA1P76		ENSG00000255141
HGNC:48807	HNRNPA1P77		
HGNC:5033	HNRNPA2B1	NM_002137	ENSG00000122566
HGNC:24941	HNRNPA3	NM_194247	ENSG00000170144
HGNC:13729	HNRNPA3P1		ENSG00000226790
HGNC:16605	HNRNPA3P2		ENSG00000227688
HGNC:39772	HNRNPA3P3		ENSG00000214653
HGNC:39773	HNRNPA3P4		ENSG00000226068
HGNC:39774	HNRNPA3P5		ENSG00000236565
HGNC:48495	HNRNPA3P6		ENSG00000213300
HGNC:48496	HNRNPA3P7		ENSG00000253119
HGNC:48497	HNRNPA3P8		ENSG00000239699
HGNC:48755	HNRNPA3P9		ENSG00000270903
HGNC:48756	HNRNPA3P10		ENSG00000257851
HGNC:48757	HNRNPA3P11		ENSG00000260689
HGNC:48758	HNRNPA3P12		ENSG00000219102
HGNC:48759	HNRNPA3P13		ENSG00000250826
HGNC:48760	HNRNPA3P14		ENSG00000224494
HGNC:48761	HNRNPA3P15		ENSG00000225636
HGNC:48762	HNRNPA3P16		ENSG00000267233
HGNC:5034	HNRNPAB	NM_004499	ENSG00000197451
HGNC:48744	HNRNPABP1		ENSG00000255734
HGNC:5035	HNRNPC		ENSG00000092199
HGNC:29295	HNRNPCL1	NM_001013631	ENSG00000179172
HGNC:48813	HNRNPCL2		ENSG00000275774
HGNC:51235	HNRNPCL3		ENSG00000277058
HGNC:51333	HNRNPCL4		ENSG00000179412
HGNC:20017	HNRNPCP1		ENSG00000258900
HGNC:48814	HNRNPCP2		ENSG00000204253
HGNC:48815	HNRNPCP3		ENSG00000259419
HGNC:48816	HNRNPCP4		ENSG00000263179
HGNC:48817	HNRNPCP6		ENSG00000213305
HGNC:48818	HNRNPCP7		ENSG00000228653
HGNC:48819	HNRNPCP8		ENSG00000254748
HGNC:48820	HNRNPCP9		ENSG00000232048
HGNC:48821	HNRNPCP10		ENSG00000215054
HGNC:5036	HNRNPD	NM_031370	ENSG00000138668
HGNC:55205	HNRNPD-DT		ENSG00000272677
HGNC:5037	HNRNPDL	NM_005463	ENSG00000152795
HGNC:48752	HNRNPDLP1		ENSG00000226307
HGNC:48753	HNRNPDLP2		ENSG00000234890
HGNC:48754	HNRNPDLP3		ENSG00000236185
HGNC:48808	HNRNPDLP4		ENSG00000270837
HGNC:48809	HNRNPDLP5		
HGNC:5038	HNRNPDP1	NG_000874	ENSG00000232794
HGNC:48749	HNRNPDP2		ENSG00000217811
HGNC:5039	HNRNPF		ENSG00000169813
HGNC:48812	HNRNPFP1		ENSG00000227538
HGNC:5041	HNRNPH1	NM_005520	ENSG00000169045
HGNC:48751	HNRNPH1P1		ENSG00000220305
HGNC:48810	HNRNPH1P2		ENSG00000213924
HGNC:48811	HNRNPH1P3		ENSG00000248854
HGNC:5042	HNRNPH2	NM_019597	ENSG00000126945
HGNC:5043	HNRNPH3		ENSG00000096746
HGNC:48750	HNRNPH3P1		ENSG00000230247
HGNC:5044	HNRNPK		ENSG00000165119
HGNC:56061	HNRNPK-AS1		ENSG00000235298
HGNC:42374	HNRNPKP1		ENSG00000250859
HGNC:42375	HNRNPKP2		ENSG00000227347
HGNC:42376	HNRNPKP3	NR_033868	
HGNC:42377	HNRNPKP4		ENSG00000243547
HGNC:42378	HNRNPKP5		ENSG00000250662
HGNC:5045	HNRNPL		ENSG00000104824
HGNC:25127	HNRNPLL	NM_138394	ENSG00000143889
HGNC:48748	HNRNPLP1		ENSG00000233503
HGNC:48747	HNRNPLP2		ENSG00000259917
HGNC:5046	HNRNPM		ENSG00000099783
HGNC:48745	HNRNPMP1		ENSG00000259335
HGNC:48746	HNRNPMP2		ENSG00000269576
HGNC:5047	HNRNPR	NM_005826	ENSG00000125944
HGNC:44907	HNRNPRP1	NG_006899	ENSG00000223984
HGNC:44908	HNRNPRP2	NG_024324	ENSG00000255047
HGNC:44909	HNRNPRP3	NG_025201	
HGNC:5048	HNRNPU	NM_031844	ENSG00000153187
HGNC:27651	HNRNPU-AS1		
HGNC:17011	HNRNPUL1	NM_144732, NM_007040	ENSG00000105323
HGNC:25451	HNRNPUL2	NM_001079559	ENSG00000214753
HGNC:49189	HNRNPUL2-BSCL2		ENSG00000234857
HGNC:19931	HNRNPUP1		ENSG00000259051
HGNC:5040	HNRPG		
HGNC:5049	HOAC		
HGNC:25061	HOATZ	NM_001100388	ENSG00000183644
HGNC:25155	HOGA1	NM_138413	ENSG00000241935
HGNC:5050	HOKPP		
HGNC:17512	HOMER1	NM_004272	ENSG00000152413
HGNC:17513	HOMER2		ENSG00000103942
HGNC:20336	HOMER2P1		ENSG00000228966
HGNC:20334	HOMER2P2		ENSG00000238275
HGNC:17514	HOMER3		ENSG00000051128
HGNC:53775	HOMER3-AS1	NR_134912	ENSG00000269019
HGNC:20164	HOMEZ	NM_020834	ENSG00000290292
HGNC:5051	HOMG		
HGNC:5052	HOMG2		
HGNC:19884	HOOK1	NM_015888	ENSG00000134709
HGNC:19885	HOOK2	NM_013312	ENSG00000095066
HGNC:23576	HOOK3	NM_032410	ENSG00000168172
HGNC:5053	HOPS		
HGNC:24961	HOPX		ENSG00000171476
HGNC:25245	HORMAD1	NM_032132	ENSG00000143452
HGNC:28383	HORMAD2	NM_152510	ENSG00000176635
HGNC:50729	HORMAD2-AS1		ENSG00000227117
HGNC:5054	HOS		
HGNC:33510	HOTAIR	NR_003716	ENSG00000228630
HGNC:37117	HOTAIRM1	NR_038366	ENSG00000233429
HGNC:37461	HOTTIP	NR_037843	ENSG00000243766
HGNC:5058	HOX1A		
HGNC:5059	HOX1B		
HGNC:5060	HOX1C		
HGNC:5061	HOX1D		
HGNC:5062	HOX1E		
HGNC:5063	HOX1F		
HGNC:5064	HOX1G		
HGNC:5065	HOX1H		
HGNC:5066	HOX1I		
HGNC:5067	HOX1J		
HGNC:5068	HOX2@		
HGNC:5069	HOX2A		
HGNC:5070	HOX2B		
HGNC:5071	HOX2C		
HGNC:5072	HOX2D		
HGNC:5073	HOX2E		
HGNC:5074	HOX2F		
HGNC:5075	HOX2G		
HGNC:5076	HOX2H		
HGNC:5077	HOX2I		
HGNC:5078	HOX3@		
HGNC:5079	HOX3A		
HGNC:5080	HOX3B		
HGNC:5081	HOX3C		
HGNC:5082	HOX3D		
HGNC:5083	HOX3E		
HGNC:5084	HOX3F		
HGNC:5085	HOX3G		
HGNC:5086	HOX3H		
HGNC:5087	HOX4@		
HGNC:5088	HOX4A		
HGNC:5089	HOX4B		
HGNC:5090	HOX4C		
HGNC:5091	HOX4D		
HGNC:5092	HOX4E		
HGNC:5093	HOX4F		
HGNC:5094	HOX4G		
HGNC:5095	HOX4H		
HGNC:5096	HOX4I		
HGNC:5097	HOX7		
HGNC:5055	HOX10		
HGNC:43745	HOXA-AS2	NR_122069	ENSG00000253552
HGNC:43748	HOXA-AS3	NR_038831	ENSG00000254369
HGNC:5098	HOXA@		
HGNC:5099	HOXA1		ENSG00000105991
HGNC:5103	HOXA2		ENSG00000105996
HGNC:5104	HOXA3		ENSG00000105997
HGNC:5105	HOXA4		ENSG00000197576
HGNC:5106	HOXA5		ENSG00000106004
HGNC:5107	HOXA6		ENSG00000106006
HGNC:5108	HOXA7		ENSG00000122592
HGNC:5109	HOXA9		ENSG00000078399
HGNC:5100	HOXA10		ENSG00000253293
HGNC:40281	HOXA10-AS		ENSG00000253187
HGNC:5101	HOXA11		ENSG00000005073
HGNC:24957	HOXA11-AS	NR_002795	ENSG00000240990
HGNC:5102	HOXA13		ENSG00000106031
HGNC:43744	HOXB-AS1		ENSG00000230148
HGNC:40284	HOXB-AS2		ENSG00000239552
HGNC:40283	HOXB-AS3	NR_033201	ENSG00000233101
HGNC:40285	HOXB-AS4		ENSG00000242207
HGNC:5110	HOXB@		
HGNC:5111	HOXB1		ENSG00000120094
HGNC:5113	HOXB2		ENSG00000173917
HGNC:5114	HOXB3		ENSG00000120093
HGNC:5115	HOXB4		ENSG00000182742
HGNC:5116	HOXB5		ENSG00000120075
HGNC:5117	HOXB6		ENSG00000108511
HGNC:5118	HOXB7		ENSG00000260027
HGNC:5119	HOXB8		ENSG00000120068
HGNC:5120	HOXB9		ENSG00000170689
HGNC:5112	HOXB13	NM_006361	ENSG00000159184
HGNC:43749	HOXC-AS1	NR_047504	ENSG00000250451
HGNC:43750	HOXC-AS2		ENSG00000250133
HGNC:43751	HOXC-AS3		ENSG00000251151
HGNC:5121	HOXC@		
HGNC:5126	HOXC4		ENSG00000198353
HGNC:5127	HOXC5		ENSG00000172789
HGNC:5128	HOXC6		ENSG00000197757
HGNC:5129	HOXC8		ENSG00000037965
HGNC:5130	HOXC9		ENSG00000180806
HGNC:5122	HOXC10		ENSG00000180818
HGNC:5123	HOXC11		ENSG00000123388
HGNC:5124	HOXC12	NM_173860	ENSG00000123407
HGNC:5125	HOXC13		ENSG00000123364
HGNC:43753	HOXC13-AS		ENSG00000249641
HGNC:43756	HOXD-AS2	NR_038435	ENSG00000237380
HGNC:5131	HOXD@		
HGNC:5132	HOXD1		ENSG00000128645
HGNC:5137	HOXD3		ENSG00000128652
HGNC:5138	HOXD4		ENSG00000170166
HGNC:5139	HOXD8		ENSG00000175879
HGNC:5140	HOXD9		ENSG00000128709
HGNC:5133	HOXD10		ENSG00000128710
HGNC:5134	HOXD11		ENSG00000128713
HGNC:5135	HOXD12	NM_021193	ENSG00000170178
HGNC:5136	HOXD13		ENSG00000128714
HGNC:5141	HP	NM_005143	ENSG00000257017
HGNC:24973	HP1BP3	NM_016287	ENSG00000127483
HGNC:5142	HPAFP		
HGNC:5143	HPC1		
HGNC:5144	HPCA	NM_002143	ENSG00000121905
HGNC:5145	HPCAL1	NM_002149	ENSG00000115756
HGNC:18212	HPCAL4	NM_016257	ENSG00000116983
HGNC:5146	HPCX		
HGNC:5147	HPD	NM_002150	ENSG00000158104
HGNC:28242	HPDL	NM_032756	ENSG00000186603
HGNC:5148	HPDR		
HGNC:5149	HPE1		
HGNC:5150	HPE2		
HGNC:5151	HPE3		
HGNC:5152	HPE4		
HGNC:26051	HPF1	NM_017867	ENSG00000056050
HGNC:5153	HPFH2		
HGNC:5154	HPGD		ENSG00000164120
HGNC:17890	HPGDS	NM_014485	ENSG00000163106
HGNC:23824	HPLH1		
HGNC:5155	HPN	NM_002151	ENSG00000105707
HGNC:47041	HPN-AS1		ENSG00000227392
HGNC:37055	HPP1		
HGNC:5156	HPR	NM_020995	ENSG00000261701
HGNC:5157	HPRT1	NM_000194	ENSG00000165704
HGNC:51622	HPRT1P1		ENSG00000251644
HGNC:5160	HPRT1P2		ENSG00000250587
HGNC:5161	HPRT1P3		ENSG00000256752
HGNC:5158	HPRT2		
HGNC:5159	HPRTP1		
HGNC:5162	HPRTP4		
HGNC:5163	HPS1	NM_000195, NM_182637, NM_182638, NM_182639	ENSG00000107521
HGNC:56166	HPS1-AS1	NR_134451	ENSG00000287261
HGNC:15597	HPS3	NM_032383	ENSG00000163755
HGNC:15844	HPS4	NM_022081	ENSG00000100099
HGNC:17022	HPS5	NM_181507	ENSG00000110756
HGNC:18817	HPS6	NM_024747	ENSG00000166189
HGNC:5164	HPSE	NM_006665	ENSG00000173083
HGNC:18374	HPSE2	NM_021828	ENSG00000172987
HGNC:5165	HPT		
HGNC:5168	HPV6AI1		
HGNC:5166	HPV18I1		
HGNC:5167	HPV18I2		
HGNC:5169	HPVC1		
HGNC:5170	HPVE6A		
HGNC:5171	HPX	NM_000613	ENSG00000110169
HGNC:16071	HPYR1	NR_026684	ENSG00000253521
HGNC:5172	HR		ENSG00000168453
HGNC:5173	HRAS	NM_176795	ENSG00000174775
HGNC:5178	HRC	NM_002152	ENSG00000130528
HGNC:33872	HRCT1	NM_001039792	ENSG00000196196
HGNC:5179	HRD		
HGNC:5180	HRES1		
HGNC:5181	HRG	NM_000412	ENSG00000113905
HGNC:55915	HRG-AS1		ENSG00000197099
HGNC:56613	HRGP1		ENSG00000225175
HGNC:56614	HRGP2		ENSG00000226724
HGNC:5182	HRH1		ENSG00000196639
HGNC:5183	HRH2		ENSG00000113749
HGNC:5184	HRH3	NM_007232	ENSG00000101180
HGNC:17383	HRH4		ENSG00000134489
HGNC:5185	HRK		ENSG00000135116
HGNC:31728	HRMT1L5		
HGNC:20846	HRNR	NM_001009931	ENSG00000197915
HGNC:28460	HROB	NM_024032	ENSG00000125319
HGNC:5189	HRP1		
HGNC:5190	HRPT1		
HGNC:55085	HRURF		ENSG00000288677
HGNC:24979	HS1BP3	NM_022460	ENSG00000118960
HGNC:41474	HS1BP3-IT1		ENSG00000231948
HGNC:5193	HS2ST1	NM_012262	ENSG00000153936
HGNC:5194	HS3ST1	NM_005114	ENSG00000002587
HGNC:5195	HS3ST2	NM_006043	ENSG00000122254
HGNC:5196	HS3ST3A1	NM_006042	ENSG00000153976
HGNC:5198	HS3ST3B1	NM_006041	ENSG00000125430
HGNC:5200	HS3ST4	NM_006040	ENSG00000182601
HGNC:19419	HS3ST5	NM_153612	ENSG00000249853
HGNC:14178	HS3ST6	NM_001009606	ENSG00000162040
HGNC:5201	HS6ST1	NM_004807	ENSG00000136720
HGNC:31835	HS6ST1P1	NG_005670	ENSG00000187952
HGNC:19133	HS6ST2	NM_147174	ENSG00000171004
HGNC:40870	HS6ST2-AS1		ENSG00000235849
HGNC:19134	HS6ST3	NM_153456	ENSG00000185352
HGNC:5202	HSAS1		
HGNC:5203	HSBP1	NM_001537	ENSG00000230989
HGNC:37243	HSBP1L1	NM_001136180	ENSG00000226742
HGNC:20053	HSBP1P1		ENSG00000258650
HGNC:37300	HSBP1P2	XM_002342465	ENSG00000166530
HGNC:5204	HSC		
HGNC:28913	HSCB	NM_172002	ENSG00000100209
HGNC:5205	HSCR		
HGNC:5206	HSCR1		
HGNC:5207	HSCR2		
HGNC:5217	HSD3B1	NM_000862	ENSG00000203857
HGNC:5218	HSD3B2	NM_000198	ENSG00000203859
HGNC:18324	HSD3B7		ENSG00000099377
HGNC:5219	HSD3BP1		ENSG00000187481
HGNC:5220	HSD3BP2		ENSG00000203858
HGNC:5221	HSD3BP3		ENSG00000249798
HGNC:5222	HSD3BP4		ENSG00000203855
HGNC:5223	HSD3BP5		ENSG00000198857
HGNC:5208	HSD11B1	NM_005525	ENSG00000117594
HGNC:54053	HSD11B1-AS1	NR_134509	ENSG00000227591
HGNC:30419	HSD11B1L	NM_198706	ENSG00000167733
HGNC:5209	HSD11B2	NM_000196	ENSG00000176387
HGNC:5210	HSD17B1	NM_000413	ENSG00000108786
HGNC:55314	HSD17B1-AS1	NR_14440	ENSG00000266962
HGNC:5216	HSD17B1P1	NG_006749.2	ENSG00000108785
HGNC:5211	HSD17B2	NM_002153	ENSG00000086696
HGNC:56281	HSD17B2-AS1		ENSG00000261235
HGNC:5212	HSD17B3	NM_000197	ENSG00000130948
HGNC:53136	HSD17B3-AS1		ENSG00000232283
HGNC:5213	HSD17B4	NM_000414	ENSG00000133835
HGNC:5214	HSD17B5		
HGNC:23316	HSD17B6	NM_003725	ENSG00000025423
HGNC:5215	HSD17B7	NM_016371	ENSG00000132196
HGNC:18689	HSD17B7P1	NG_001308	ENSG00000232908
HGNC:28120	HSD17B7P2	NR_003086	ENSG00000099251
HGNC:3554	HSD17B8	NM_014234	ENSG00000204228
HGNC:4800	HSD17B10	NM_004493	ENSG00000072506
HGNC:22960	HSD17B11	NM_016245	ENSG00000198189
HGNC:18646	HSD17B12		ENSG00000149084
HGNC:18685	HSD17B13	NM_178135	ENSG00000170509
HGNC:23238	HSD17B14	NM_016246	ENSG00000087076
HGNC:16475	HSDL1	NM_031463	ENSG00000103160
HGNC:18572	HSDL2	NM_032303	ENSG00000119471
HGNC:31438	HSDL2-AS1	NR_171777	ENSG00000230185
HGNC:5224	HSF1	NM_005526	ENSG00000185122
HGNC:5225	HSF2	NM_004506	ENSG00000025156
HGNC:5226	HSF2BP	NM_007031	ENSG00000160207
HGNC:5227	HSF4	NM_001538	ENSG00000102878
HGNC:26862	HSF5	NM_001080439	ENSG00000176160
HGNC:29603	HSFX1	NM_016153	ENSG00000171116
HGNC:32701	HSFX2		ENSG00000268738
HGNC:52395	HSFX3		ENSG00000283697
HGNC:52398	HSFX4		ENSG00000283463
HGNC:18568	HSFY1	NM_152584	ENSG00000172468
HGNC:1846	HSFY1P1	NR_003607	ENSG00000229027
HGNC:23950	HSFY2	NM_153716	ENSG00000169953
HGNC:37119	HSFY3P	NG_012371	ENSG00000227289
HGNC:37721	HSFY4P		ENSG00000224482
HGNC:38789	HSFY5P		ENSG00000232475
HGNC:38790	HSFY6P		ENSG00000224169
HGNC:38791	HSFY7P		ENSG00000228571
HGNC:38792	HSFY8P		ENSG00000233156
HGNC:24920	HSH2D	NM_032855	ENSG00000196684
HGNC:5230	HSN1		
HGNC:23152	HSN2		
HGNC:5253	HSP90AA1	NM_005348	ENSG00000080824
HGNC:5256	HSP90AA2P	NG_005856	ENSG00000224411
HGNC:5254	HSP90AA3P	NG_005218	ENSG00000231434
HGNC:5255	HSP90AA4P	NG_003014	ENSG00000205100
HGNC:32535	HSP90AA5P		ENSG00000205955
HGNC:32536	HSP90AA6P		ENSG00000181359
HGNC:5258	HSP90AB1	NM_007355	ENSG00000096384
HGNC:32537	HSP90AB2P		ENSG00000205940
HGNC:5259	HSP90AB3P	NG_003015	ENSG00000183199
HGNC:32538	HSP90AB4P	NR_002927	ENSG00000282100
HGNC:32539	HSP90AB5P		ENSG00000223738
HGNC:32540	HSP90AB6P		ENSG00000235137
HGNC:44701	HSP90AB7P	NG_022139	ENSG00000235838
HGNC:12028	HSP90B1	NM_003299	ENSG00000166598
HGNC:12099	HSP90B2P		ENSG00000259706
HGNC:12100	HSP90B3P	XR_000203	ENSG00000203914
HGNC:5232	HSPA1A		ENSG00000204389
HGNC:5233	HSPA1B		ENSG00000204388
HGNC:5234	HSPA1L		ENSG00000204390
HGNC:5235	HSPA2		ENSG00000126803
HGNC:55433	HSPA2-AS1	NR_110550	ENSG00000259116
HGNC:5236	HSPA3		
HGNC:5237	HSPA4	NM_002154, NM_198431	ENSG00000170606
HGNC:17041	HSPA4L	NM_014278	ENSG00000164070
HGNC:5238	HSPA5		ENSG00000044574
HGNC:55645	HSPA5-DT		ENSG00000239705
HGNC:54532	HSPA5P1		ENSG00000215895
HGNC:5239	HSPA6	NM_002155	ENSG00000173110
HGNC:5240	HSPA7	NR_024151	ENSG00000225217
HGNC:5241	HSPA8		ENSG00000109971
HGNC:5245	HSPA8P1		ENSG00000234176
HGNC:39806	HSPA8P2	NG_024873	
HGNC:44918	HSPA8P3		ENSG00000234788
HGNC:44919	HSPA8P4	NG_024717	ENSG00000248610
HGNC:44920	HSPA8P5	NG_021701	ENSG00000256356
HGNC:44921	HSPA8P6	NG_021552	ENSG00000235864
HGNC:44922	HSPA8P7	NG_026750	ENSG00000224773
HGNC:44923	HSPA8P8	NG_005513	ENSG00000229091
HGNC:44924	HSPA8P9	NG_022275	ENSG00000241478
HGNC:44925	HSPA8P10	NG_023674	
HGNC:44926	HSPA8P11	NG_022415	ENSG00000248159
HGNC:44927	HSPA8P12	NG_025278	
HGNC:44928	HSPA8P13		ENSG00000253425
HGNC:44929	HSPA8P14	NG_028771	ENSG00000257539
HGNC:44930	HSPA8P15	NG_025882	ENSG00000219395
HGNC:44931	HSPA8P16	NG_022569	ENSG00000224059
HGNC:44932	HSPA8P17	NG_028723	ENSG00000228557
HGNC:44933	HSPA8P18		ENSG00000232953
HGNC:44935	HSPA8P19	NG_025743	ENSG00000251614
HGNC:44936	HSPA8P20	NG_023274	ENSG00000234564
HGNC:5244	HSPA9	NM_004134	ENSG00000113013
HGNC:5243	HSPA9A		
HGNC:24915	HSPA9P1	NG_002380	ENSG00000226666
HGNC:31733	HSPA9P2		
HGNC:5231	HSPA10		
HGNC:19022	HSPA12A	NM_025015	ENSG00000165868
HGNC:55721	HSPA12A-AS1		ENSG00000232767
HGNC:16193	HSPA12B	NM_052970	ENSG00000132622
HGNC:11375	HSPA13		ENSG00000155304
HGNC:29526	HSPA14	NM_016299	ENSG00000187522
HGNC:5246	HSPB1		ENSG00000106211
HGNC:5251	HSPB1P1	NG_013115	ENSG00000236060
HGNC:5252	HSPB1P2	NG_008236	ENSG00000230216
HGNC:5247	HSPB2		ENSG00000170276
HGNC:41996	HSPB2-C11orf52	NR_037651.1	ENSG00000254445
HGNC:5248	HSPB3		ENSG00000169271
HGNC:26511	HSPB6	NM_144617	ENSG00000004776
HGNC:5249	HSPB7	NM_014424	ENSG00000173641
HGNC:30171	HSPB8	NM_014365	ENSG00000152137
HGNC:30589	HSPB9	NM_033194	ENSG00000260325
HGNC:16389	HSPBAP1	NM_024610	ENSG00000169087
HGNC:5250	HSPBL1		
HGNC:24989	HSPBP1	NM_012267	ENSG00000133265
HGNC:5257	HSPCAL4		
HGNC:5260	HSPCP2		
HGNC:5261	HSPD1	NM_002156	ENSG00000144381
HGNC:35133	HSPD1P1		ENSG00000213430
HGNC:5263	HSPD1P2		ENSG00000254543
HGNC:5264	HSPD1P3		ENSG00000255128
